,Compound ID,measured log(solubility:mol/L),ESOL predicted log(solubility:mol/L),SMILES,SELFIES,InChI,smiles_x,selfies_x,deepsmiles_x,canonical_x,inchi_x,tucan_x,iupac_name_x,smiles_y,selfies_y,deepsmiles_y,canonical_y,inchi_y,tucan_y,iupac_name_y,smiles,selfies,deepsmiles,canonical,inchi,tucan,iupac_name
10,"1,2,3,5-Tetrachlorobenzene",-4.63,-4.621,Clc1cc(Cl)c(Cl)c(Cl)c1,[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2],InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,Clc1cc(Cl)c(Cl)c(Cl)c1,['[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2]'],ClcccCl)cCl)cCl)c6,Clc1cc(Cl)c(Cl)c(Cl)c1,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,C6Cl4/(1-3)(1-4)(2-3)(2-5)(3-7)(4-6)(4-8)(5-6)(5-9)(6-10),"1,2,3,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1,['[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2]'],ClcccCl)cCl)cCl)c6,Clc1cc(Cl)c(Cl)c(Cl)c1,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,C6Cl4/(1-3)(1-4)(2-3)(2-5)(3-7)(4-6)(4-8)(5-6)(5-9)(6-10),"1,2,3,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1,['[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2]'],ClcccCl)cCl)cCl)c6,Clc1cc(Cl)c(Cl)c(Cl)c1,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,C6Cl4/(1-3)(1-4)(2-3)(2-5)(3-7)(4-6)(4-8)(5-6)(5-9)(6-10),"1,2,3,5-Tetrachlorobenzene"
11,"1,2,3-Trichlorobenzene",-4.0,-4.008,Clc1cccc(Cl)c1Cl,[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl],InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,Clc1cccc(Cl)c1Cl,['[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl]'],ClcccccCl)c6Cl,Clc1cccc(Cl)c1Cl,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,C6Cl3/(1-2)(1-3)(2-4)(3-5)(4-6)(4-7)(5-6)(5-8)(6-9),"1,2,3-Trichlorobenzene",Clc1cccc(Cl)c1Cl,['[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl]'],ClcccccCl)c6Cl,Clc1cccc(Cl)c1Cl,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,C6Cl3/(1-2)(1-3)(2-4)(3-5)(4-6)(4-7)(5-6)(5-8)(6-9),"1,2,3-Trichlorobenzene",Clc1cccc(Cl)c1Cl,['[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl]'],ClcccccCl)c6Cl,Clc1cccc(Cl)c1Cl,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,C6Cl3/(1-2)(1-3)(2-4)(3-5)(4-6)(4-7)(5-6)(5-8)(6-9),"1,2,3-Trichlorobenzene"
12,"1,2,3-Trimethylbenzene ",-3.2,-3.312,Cc1cccc(C)c1C,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C],"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3",Cc1cccc(C)c1C,['[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C]'],CcccccC)c6C,Cc1cccc(C)c1C,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3",C9/(1-7)(2-8)(3-9)(4-5)(4-6)(5-7)(6-8)(7-9)(8-9),"1,2,3-Trimethylbenzene",Cc1cccc(C)c1C,['[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C]'],CcccccC)c6C,Cc1cccc(C)c1C,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3",C9/(1-7)(2-8)(3-9)(4-5)(4-6)(5-7)(6-8)(7-9)(8-9),"1,2,3-Trimethylbenzene",Cc1cccc(C)c1C,['[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C]'],CcccccC)c6C,Cc1cccc(C)c1C,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3",C9/(1-7)(2-8)(3-9)(4-5)(4-6)(5-7)(6-8)(7-9)(8-9),"1,2,3-Trimethylbenzene"
13,"1,2,4,5-Tetrabromobenzene",-6.98,-6.001,Brc1cc(Br)c(Br)cc1Br,[Br][C][=C][C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Ring1][Branch2][Br],InChI=1S/C6H2Br4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,Brc1cc(Br)c(Br)cc1Br,['[Br][C][=C][C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Ring1][Branch2][Br]'],BrcccBr)cBr)cc6Br,Brc1cc(Br)c(Br)cc1Br,InChI=1S/C6H2Br4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,C6Br4/(1-3)(1-4)(2-5)(2-6)(3-5)(3-7)(4-6)(4-8)(5-9)(6-10),"1,2,4,5-Tetrabromobenzene",Brc1cc(Br)c(Br)cc1Br,['[Br][C][=C][C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Ring1][Branch2][Br]'],BrcccBr)cBr)cc6Br,Brc1cc(Br)c(Br)cc1Br,InChI=1S/C6H2Br4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,C6Br4/(1-3)(1-4)(2-5)(2-6)(3-5)(3-7)(4-6)(4-8)(5-9)(6-10),"1,2,4,5-Tetrabromobenzene",Brc1cc(Br)c(Br)cc1Br,['[Br][C][=C][C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Ring1][Branch2][Br]'],BrcccBr)cBr)cc6Br,Brc1cc(Br)c(Br)cc1Br,InChI=1S/C6H2Br4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,C6Br4/(1-3)(1-4)(2-5)(2-6)(3-5)(3-7)(4-6)(4-8)(5-9)(6-10),"1,2,4,5-Tetrabromobenzene"
14,"1,2,4,5-Tetrachlorobenzene",-5.56,-4.621,Clc1cc(Cl)c(Cl)cc1Cl,[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl],InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,Clc1cc(Cl)c(Cl)cc1Cl,['[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl]'],ClcccCl)cCl)cc6Cl,Clc1cc(Cl)c(Cl)cc1Cl,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,C6Cl4/(1-3)(1-4)(2-5)(2-6)(3-5)(3-7)(4-6)(4-8)(5-9)(6-10),"1,2,4,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)cc1Cl,['[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl]'],ClcccCl)cCl)cc6Cl,Clc1cc(Cl)c(Cl)cc1Cl,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,C6Cl4/(1-3)(1-4)(2-5)(2-6)(3-5)(3-7)(4-6)(4-8)(5-9)(6-10),"1,2,4,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)cc1Cl,['[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl]'],ClcccCl)cCl)cc6Cl,Clc1cc(Cl)c(Cl)cc1Cl,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,C6Cl4/(1-3)(1-4)(2-5)(2-6)(3-5)(3-7)(4-6)(4-8)(5-9)(6-10),"1,2,4,5-Tetrachlorobenzene"
15,"1,2,4,5-Tetramethylbenzene",-4.59,-3.664,Cc1cc(C)c(C)cc1C,[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C],"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3",Cc1cc(C)c(C)cc1C,['[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C]'],CcccC)cC)cc6C,Cc1cc(C)c(C)cc1C,"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3",C10/(1-7)(2-8)(3-9)(4-10)(5-7)(5-9)(6-8)(6-10)(7-8)(9-10),"1,2,4,5-Tetramethylbenzene",Cc1cc(C)c(C)cc1C,['[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C]'],CcccC)cC)cc6C,Cc1cc(C)c(C)cc1C,"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3",C10/(1-7)(2-8)(3-9)(4-10)(5-7)(5-9)(6-8)(6-10)(7-8)(9-10),"1,2,4,5-Tetramethylbenzene",Cc1cc(C)c(C)cc1C,['[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C]'],CcccC)cC)cc6C,Cc1cc(C)c(C)cc1C,"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3",C10/(1-7)(2-8)(3-9)(4-10)(5-7)(5-9)(6-8)(6-10)(7-8)(9-10),"1,2,4,5-Tetramethylbenzene"
16,"1,2,4-tribromobenzene",-4.5,-5.144,c1(Br)c(Br)cc(Br)cc1,[C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Branch1][C][Br][C][=C][Ring1][=Branch2],InChI=1S/C6H3Br3/c7-4-1-2-5(8)6(9)3-4/h1-3H,c1(Br)c(Br)cc(Br)cc1,['[C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Branch1][C][Br][C][=C][Ring1][=Branch2]'],cBr)cBr)ccBr)cc6,Brc1ccc(Br)c(Br)c1,InChI=1S/C6H3Br3/c7-4-1-2-5(8)6(9)3-4/h1-3H,C6Br3/(1-2)(1-4)(2-5)(3-4)(3-6)(4-7)(5-6)(5-8)(6-9),"1,2,4-TRIBROMOBENZENE",c1(Br)c(Br)cc(Br)cc1,['[C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Branch1][C][Br][C][=C][Ring1][=Branch2]'],cBr)cBr)ccBr)cc6,Brc1ccc(Br)c(Br)c1,InChI=1S/C6H3Br3/c7-4-1-2-5(8)6(9)3-4/h1-3H,C6Br3/(1-2)(1-4)(2-5)(3-4)(3-6)(4-7)(5-6)(5-8)(6-9),"1,2,4-TRIBROMOBENZENE",c1(Br)c(Br)cc(Br)cc1,['[C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Branch1][C][Br][C][=C][Ring1][=Branch2]'],cBr)cBr)ccBr)cc6,Brc1ccc(Br)c(Br)c1,InChI=1S/C6H3Br3/c7-4-1-2-5(8)6(9)3-4/h1-3H,C6Br3/(1-2)(1-4)(2-5)(3-4)(3-6)(4-7)(5-6)(5-8)(6-9),"1,2,4-TRIBROMOBENZENE"
17,"1,2,4-Trichlorobenzene",-3.59,-4.083,Clc1ccc(Cl)c(Cl)c1,[Cl][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,Clc1ccc(Cl)c(Cl)c1,['[Cl][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2]'],ClccccCl)cCl)c6,Clc1ccc(Cl)c(Cl)c1,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,C6Cl3/(1-2)(1-4)(2-5)(3-4)(3-6)(4-7)(5-6)(5-8)(6-9),"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,['[Cl][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2]'],ClccccCl)cCl)c6,Clc1ccc(Cl)c(Cl)c1,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,C6Cl3/(1-2)(1-4)(2-5)(3-4)(3-6)(4-7)(5-6)(5-8)(6-9),"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,['[Cl][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2]'],ClccccCl)cCl)c6,Clc1ccc(Cl)c(Cl)c1,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,C6Cl3/(1-2)(1-4)(2-5)(3-4)(3-6)(4-7)(5-6)(5-8)(6-9),"1,2,4-trichlorobenzene"
18,"1,2,4-Trimethylbenzene",-3.31,-3.343,Cc1ccc(C)c(C)c1,[C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2],"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",Cc1ccc(C)c(C)c1,['[C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2]'],CccccC)cC)c6,Cc1ccc(C)c(C)c1,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",C9/(1-7)(2-8)(3-9)(4-5)(4-7)(5-8)(6-7)(6-9)(8-9),"1,2,4-Trimethylbenzene",Cc1ccc(C)c(C)c1,['[C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2]'],CccccC)cC)c6,Cc1ccc(C)c(C)c1,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",C9/(1-7)(2-8)(3-9)(4-5)(4-7)(5-8)(6-7)(6-9)(8-9),"1,2,4-Trimethylbenzene",Cc1ccc(C)c(C)c1,['[C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2]'],CccccC)cC)c6,Cc1ccc(C)c(C)c1,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",C9/(1-7)(2-8)(3-9)(4-5)(4-7)(5-8)(6-7)(6-9)(8-9),"1,2,4-Trimethylbenzene"
19,"1,2-Benzenediol",0.62,-1.635,Oc1ccccc1O,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",Oc1ccccc1O,['[O][C][=C][C][=C][C][=C][Ring1][=Branch1][O]'],Occcccc6O,Oc1ccccc1O,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",C6O2/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8),"benzene-1,2-diol",Oc1ccccc1O,['[O][C][=C][C][=C][C][=C][Ring1][=Branch1][O]'],Occcccc6O,Oc1ccccc1O,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",C6O2/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8),"benzene-1,2-diol",Oc1ccccc1O,['[O][C][=C][C][=C][C][=C][Ring1][=Branch1][O]'],Occcccc6O,Oc1ccccc1O,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",C6O2/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8),"benzene-1,2-diol"
20,"1,2-Dibromobenzene",-3.5,-4.172,Brc1ccccc1Br,[Br][C][=C][C][=C][C][=C][Ring1][=Branch1][Br],InChI=1S/C6H4Br2/c7-5-3-1-2-4-6(5)8/h1-4H,Brc1ccccc1Br,['[Br][C][=C][C][=C][C][=C][Ring1][=Branch1][Br]'],Brcccccc6Br,Brc1ccccc1Br,InChI=1S/C6H4Br2/c7-5-3-1-2-4-6(5)8/h1-4H,C6Br2/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8),"1,2-Dibromobenzene",Brc1ccccc1Br,['[Br][C][=C][C][=C][C][=C][Ring1][=Branch1][Br]'],Brcccccc6Br,Brc1ccccc1Br,InChI=1S/C6H4Br2/c7-5-3-1-2-4-6(5)8/h1-4H,C6Br2/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8),"1,2-Dibromobenzene",Brc1ccccc1Br,['[Br][C][=C][C][=C][C][=C][Ring1][=Branch1][Br]'],Brcccccc6Br,Brc1ccccc1Br,InChI=1S/C6H4Br2/c7-5-3-1-2-4-6(5)8/h1-4H,C6Br2/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8),"1,2-Dibromobenzene"
21,"1,2-Dibromoethane",-1.68,-2.102,BrCCBr,[Br][C][C][Br],InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,BrCCBr,['[Br][C][C][Br]'],BrCCBr,BrCCBr,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,C2Br2/(1-2)(1-3)(2-4),"1,2-dibromoethyne
1,2-Dibromoethane",BrCCBr,['[Br][C][C][Br]'],BrCCBr,BrCCBr,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,C2Br2/(1-2)(1-3)(2-4),"1,2-dibromoethyne
1,2-Dibromoethane",BrCCBr,['[Br][C][C][Br]'],BrCCBr,BrCCBr,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,C2Br2/(1-2)(1-3)(2-4),"1,2-dibromoethyne
1,2-Dibromoethane"
22,"1,2-Dichlorobenzene",-3.05,-3.482,Clc1ccccc1Cl,[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,Clc1ccccc1Cl,['[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]'],Clcccccc6Cl,Clc1ccccc1Cl,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,C6Cl2/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8),"1,2-Dichlorobenzene",Clc1ccccc1Cl,['[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]'],Clcccccc6Cl,Clc1ccccc1Cl,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,C6Cl2/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8),"1,2-Dichlorobenzene",Clc1ccccc1Cl,['[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]'],Clcccccc6Cl,Clc1ccccc1Cl,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,C6Cl2/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8),"1,2-Dichlorobenzene"
23,"1,2-Dichloroethane",-1.06,-1.374,ClCCCl,[Cl][C][C][Cl],InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,ClCCCl,['[Cl][C][C][Cl]'],ClCCCl,ClCCCl,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,C2Cl2/(1-2)(1-3)(2-4),"1,2-dichloroethane
1,2-dichloroethyne",ClCCCl,['[Cl][C][C][Cl]'],ClCCCl,ClCCCl,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,C2Cl2/(1-2)(1-3)(2-4),"1,2-dichloroethane
1,2-dichloroethyne",ClCCCl,['[Cl][C][C][Cl]'],ClCCCl,ClCCCl,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,C2Cl2/(1-2)(1-3)(2-4),"1,2-dichloroethane
1,2-dichloroethyne"
24,"1,2-Dichloropropane",-1.6,-1.794,CC(Cl)CCl,[C][C][Branch1][C][Cl][C][Cl],"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",CC(Cl)CCl,['[C][C][Branch1][C][Cl][C][Cl]'],CCCl)CCl,CC(Cl)CCl,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",C3Cl2/(1-3)(2-3)(2-4)(3-5),"1,2-Dichloropropane",CC(Cl)CCl,['[C][C][Branch1][C][Cl][C][Cl]'],CCCl)CCl,CC(Cl)CCl,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",C3Cl2/(1-3)(2-3)(2-4)(3-5),"1,2-Dichloropropane",CC(Cl)CCl,['[C][C][Branch1][C][Cl][C][Cl]'],CCCl)CCl,CC(Cl)CCl,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",C3Cl2/(1-3)(2-3)(2-4)(3-5),"1,2-Dichloropropane"
25,"1,2-Dichlorotetrafluoroethane",-2.74,-2.697,FC(F)(Cl)C(F)(F)Cl,[F][C][Branch1][C][F][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][F][Cl],"InChI=1S/C2Cl2F4/c3-1(5,6)2(4,7)8",FC(F)(Cl)C(F)(F)Cl,['[F][C][Branch1][C][F][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][F][Cl]'],FCF)Cl)CF)F)Cl,FC(F)(Cl)C(F)(F)Cl,"InChI=1S/C2Cl2F4/c3-1(5,6)2(4,7)8",C2Cl2F4/(1-2)(1-3)(1-4)(1-7)(2-5)(2-6)(2-8),"1,2-Dichloro-1,1,2,2-tetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,['[F][C][Branch1][C][F][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][F][Cl]'],FCF)Cl)CF)F)Cl,FC(F)(Cl)C(F)(F)Cl,"InChI=1S/C2Cl2F4/c3-1(5,6)2(4,7)8",C2Cl2F4/(1-2)(1-3)(1-4)(1-7)(2-5)(2-6)(2-8),"1,2-Dichloro-1,1,2,2-tetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,['[F][C][Branch1][C][F][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][F][Cl]'],FCF)Cl)CF)F)Cl,FC(F)(Cl)C(F)(F)Cl,"InChI=1S/C2Cl2F4/c3-1(5,6)2(4,7)8",C2Cl2F4/(1-2)(1-3)(1-4)(1-7)(2-5)(2-6)(2-8),"1,2-Dichloro-1,1,2,2-tetrafluoroethane"
26,"1,2-Diethoxyethane ",-0.77,-0.833,CCOCCOCC,[C][C][O][C][C][O][C][C],"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3",CCOCCOCC,['[C][C][O][C][C][O][C][C]'],CCOCCOCC,CCOCCOCC,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3",C6O2/(1-3)(2-4)(3-7)(4-8)(5-6)(5-7)(6-8),"1,2-Diethoxyethane",CCOCCOCC,['[C][C][O][C][C][O][C][C]'],CCOCCOCC,CCOCCOCC,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3",C6O2/(1-3)(2-4)(3-7)(4-8)(5-6)(5-7)(6-8),"1,2-Diethoxyethane",CCOCCOCC,['[C][C][O][C][C][O][C][C]'],CCOCCOCC,CCOCCOCC,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3",C6O2/(1-3)(2-4)(3-7)(4-8)(5-6)(5-7)(6-8),"1,2-Diethoxyethane"
27,"1,2-Diethylbenzene",-3.28,-3.601,CCc1ccccc1CC,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C],"InChI=1S/C10H14/c1-3-9-7-5-6-8-10(9)4-2/h5-8H,3-4H2,1-2H3",CCc1ccccc1CC,['[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C]'],CCcccccc6CC,CCc1ccccc1CC,"InChI=1S/C10H14/c1-3-9-7-5-6-8-10(9)4-2/h5-8H,3-4H2,1-2H3",C10/(1-5)(2-6)(3-4)(3-7)(4-8)(5-9)(6-10)(7-9)(8-10)(9-10),"1,2-DIETHYLBENZENE",CCc1ccccc1CC,['[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C]'],CCcccccc6CC,CCc1ccccc1CC,"InChI=1S/C10H14/c1-3-9-7-5-6-8-10(9)4-2/h5-8H,3-4H2,1-2H3",C10/(1-5)(2-6)(3-4)(3-7)(4-8)(5-9)(6-10)(7-9)(8-10)(9-10),"1,2-DIETHYLBENZENE",CCc1ccccc1CC,['[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C]'],CCcccccc6CC,CCc1ccccc1CC,"InChI=1S/C10H14/c1-3-9-7-5-6-8-10(9)4-2/h5-8H,3-4H2,1-2H3",C10/(1-5)(2-6)(3-4)(3-7)(4-8)(5-9)(6-10)(7-9)(8-10)(9-10),"1,2-DIETHYLBENZENE"
28,"1,2-Dinitrobenzene",-3.1,-2.281,O=N(=O)c1ccccc1N(=O)=O,[O][=N][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Branch1][C][=O][=O],InChI=1S/C6H4N2O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,O=N(=O)c1ccccc1N(=O)=O,,O=N=O)cccccc6N=O)=O,O=[N+]([O-])c1ccccc1[N+](=O)[O-],InChI=1S/C6H4N2O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,C6N2O4/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8)(7-9)(7-10)(8-11)(8-12)/(7:chg=1)(8:chg=1)(9:chg=-1)(11:chg=-1),"1,2-Dinitrobenzene",O=N(=O)c1ccccc1N(=O)=O,,O=N=O)cccccc6N=O)=O,O=[N+]([O-])c1ccccc1[N+](=O)[O-],InChI=1S/C6H4N2O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,C6N2O4/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8)(7-9)(7-10)(8-11)(8-12)/(7:chg=1)(8:chg=1)(9:chg=-1)(11:chg=-1),"1,2-Dinitrobenzene",O=N(=O)c1ccccc1N(=O)=O,,O=N=O)cccccc6N=O)=O,O=[N+]([O-])c1ccccc1[N+](=O)[O-],InChI=1S/C6H4N2O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,C6N2O4/(1-2)(1-3)(2-4)(3-5)(4-6)(5-6)(5-7)(6-8)(7-9)(7-10)(8-11)(8-12)/(7:chg=1)(8:chg=1)(9:chg=-1)(11:chg=-1),"1,2-Dinitrobenzene"
